folder,code,file,kind,out_date,n_indicators,indicators,regions,year_min,year_max,excluded_series,n_records
保険者機能強化推進交付金,W19,W19_Ⅱ-（３）-①+地域の医療・介護関係者等が参画する会議において、市町村が所持するデータ等に基づき在宅医療・介護連携に関.xlsx,時系列,2026/08/31,6,ア 今後のニーズを踏まえた過不足のない在宅医療と介護の提供体制の目指すべき姿を設定している／イ 地域の人口推計を踏まえた今後のニーズや医療・介護資源、社会資源や利用者の情報、住民の意向等を定量的な情報も含めて把握している／ウ アとイの差の確認等により、地域の実状に応じた課題の抽出を行っている／エ 抽出された課題に基づき、地域の特性を踏まえた目標の設定、具体的な対応策を立案している／オ 評価指標等に基づき事業の検証や必要に応じた見直しを行う仕組みを設けている／合計,北塩原村,2021,2022,1,12
保険者機能強化推進交付金,W1,W1_Ⅰ-①+当該地域の介護保険事業の特徴を把握しているか_時系列.xlsx,時系列,2026/08/31,5,ア 地域包括ケア「見える化」システムを活用している／イ 保険者全体の特徴を把握している／ウ 日常生活圏域別の特徴を把握している／エ 特徴について住民や関係者に公表している／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W20,W20_Ⅱ-（３）-②+在宅医療と介護の連携について、医療・介護関係者への相談支援を行っているか_時系列.xlsx,時系列,2026/08/31,5,ア 医療・介護関係者が把握できるよう相談窓口が公表されている／イ 定期的に相談内容等を取りまとめている／ウ 医療・介護関係者間で共有している／エ 取りまとめた相談内容に基づき、事業の検証や必要に応じた見直しを行う仕組みを設けている／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W21,W21_Ⅱ-（３）-③+患者・利用者の状態の変化等に応じて、医療・介護関係者間で速やかな情報共有が実施できるよう、具体的な取組.xlsx,時系列,2026/08/31,5,ア 既存の情報共有ツールの活用状況を確認している／イ 在宅での看取りや入退院時等に活用できるような医療・介護関係者の情報共有ツールを作成している／ウ 活用に向けた見直し等を行っている／エ 情報共有ツールの活用状況、医療・介護関係者の双方の意見等を踏まえて、改善・見直しを行っている／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W22,W22_Ⅱ-（３）-④+在宅医療・介護連携を推進するため、多職種を対象とした研修会を開催しているか_時系列.xlsx,時系列,2026/08/31,5,ア 企画に当たり、他の関連する研修を把握している／イ 企画にあたり、医療・介護関係者のニーズを把握している／ウ 在宅医療・介護連携に係る参加型の研修会を開催（支援）している／エ 研修の結果について検証を行っている／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W23,W23_Ⅱ-（３）-⑤+切れ目のない在宅医療と在宅介護の提供体制の構築を推進するため、庁内や郡市区等医師会等関係団体、都道府県.xlsx,時系列,2026/08/31,4,ア 郡市区等医師会等関係団体、医療機関、介護サービス施設・事業所等と連携体制を構築している／イ 庁内の他部門、関係団体等と連携し、災害・救急時の対応等に参画している／ウ 都道府県の医療計画・地域医療構想との整合性をとるため、都道府県と連携を図っている／合計,北塩原村,2021,2022,1,8
保険者機能強化推進交付金,W24,W24_Ⅱ-（４）-①+市町村介護保険事業計画又は市町村が定めるその他の計画等において、認知症施策の取組を定め、毎年度その進捗.xlsx,時系列,2026/08/31,5,ア 認知症高齢者について、実態を把握している／イ 認知症施策の進捗を図る指標を設定している／ウ 進捗状況の評価にあたり、第三者あるいは認知症当事者（認知症の人やその家族）の意見を聞いている／エ ア～ウを踏まえて、改善・見直し等の検討を実施している／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W25,W25_Ⅱ-（４）-②+認知症初期集中支援チームは、定期的に情報連携する体制を構築し、支援を必要とする者への対応を行えているか.xlsx,時系列,2026/08/31,5,ア チームが円滑に支援を実施できるよう、医師会等の関係団体、かかりつけ医や介護支援専門員等とあらかじめ情報連携の体制を構築している／イ チームが関係機関と連携して、支援対象者に対する主な支援機関を早急に明確にするよう検討を行っている／ウ 対象者の状況に応じて、他機関連携等により具体的かつ多様な支援を実施している／エ チームの活動について、改善・見直し等の検討を実施している／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W26,W26_Ⅱ-（４）-③+郡市区等医師会等の医療関係団体と調整し、認知症状のある人に対して、専門医療機関との連携により、早期診断.xlsx,時系列,2026/08/31,5,ア 認知症に対応できるかかりつけ医や認知症サポート医、認知症疾患医療センター等の専門医療機関との連携体制がある／イ 認知症に対応できるかかりつけ医や認知症サポート医、認知症疾患医療センター等の認知症の医療に関する相談窓口の周知を行っている／ウ 情報連携ツール等を活用して、関係者間で連携ルールを策定している／エ 医療・介護専門職によるスクリーニングを行っている／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W27,W27_Ⅱ-（４）-④+地域における認知症高齢者支援の取組や認知症の理解促進に向けた普及啓発活動を行っているか_時系列.xlsx,時系列,2026/08/31,5,ア 認知症カフェの設置・運営の推進／イ 認知症の人の見守りネットワーク等の体制の構築／ウ 本人ミーティング、家族介護者教室の開催やピアサポーターによる活動の支援／エ 認知症当事者の声を踏まえながら、認知症の理解促進に関する参加型のイベントや、講演会・勉強会などの普及啓発を行っている／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W28,W28_Ⅱ-（４）-⑤+認知症サポーターを活用した地域支援体制の構築及び社会参加支援が行えているか_時系列.xlsx,時系列,2026/08/31,5,ア 認知症サポーターステップアップ講座を実施している／イ ステップアップ講座を修了した認知症サポーターによる支援チーム等の活動グループ（チームオレンジなど）を設置している／ウ イによる活動グループ（チームオレンジなど）を介して、認知症の人やその家族の支援ニーズに合った具体的な支援につながるよう、地域の担い手とのマッチングを行っている／エ 認知症の人が希望に応じて農業、商品の製造・販売、食堂の運営、地域活動やマルシェの開催等に参画できるよう、支援している／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W29,W29_Ⅱ-（５）-①+関係機関との意見交換や都道府県等による継続的な支援等を踏まえ、介護予防・生活支援サービス事業を推進する.xlsx,時系列,2026/08/31,5,ア 多様なサービス及びその他の生活支援サービスを推進するための課題を明らかにしている／イ 対応する方針を策定している／ウ 課題への対応方針の実現に向けた具体策を実施している／エ ア～ウを踏まえて、取組内容の見直しを行っている／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W2,W2_Ⅰ-②+給付実績の計画値と実績値との乖離状況とその要因を考察しているか_時系列.xlsx,時系列,2026/08/31,5,ア 定期的にモニタリング（点検）を行っている／イ 計画値と実績値との乖離状況の要因を分析している／ウ モニタリング・考察結果を運営協議会等で公表している／エ 結果を基に、サービス提供体制の見直しを行っている／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W30,W30_Ⅱ-（５）-②+サービスC終了後に通いの場等へつなぐ取組を実施しているか_時系列.xlsx,時系列,2026/08/31,5,ア サービスC（短期集中予防サービス）を実施している／イ 地域ケア会議等を活用し、通いの場を含むサービスC終了後のつながり先を検討する仕組みを構築している／ウ サービスC終了後に通いの場を紹介する取組等を行っている／エ 取組結果を基に、改善・見直し等の取組を実施している（利用者がいない場合の対応含む）／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W32,W32_Ⅱ-（５）-④+通いの場への参加促進のためのアウトリーチを実施しているか（推進＋支援）_時系列.xlsx,時系列,2026/08/31,5,ア 参加促進に係る課題を検討している／イ 通いの場に参加していない者の健康状態や生活状況、医療や介護サービスの利用状況等を把握している／ウ 居宅等へのアウトリーチを実施している／エ アウトリーチ結果を分析している／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W33,W33_Ⅱ-（５）-⑤+行政内の他部門や地域の多様な主体と連携し、介護予防の推進を図っているか_時系列.xlsx,時系列,2026/08/31,5,ア 行政内の他部門と連携して介護予防を進める体制を構築している／イ 他部門が行う通いの場等の取組・参加状況を把握している／ウ 地域の多様な主体と連携して介護予防を進める体制を構築している／エ 多様な主体が行う通いの場等の取組・参加状況を把握している／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W34,W34_Ⅱ-（５）-⑥+介護予防と保健事業を一体的に実施しているか_時系列.xlsx,時系列,2026/08/31,5,ア 通いの場における健康チェックや栄養指導・口腔ケア等を実施している／イ 通いの場での健康チェック等の結果を踏まえて医療機関等による早期介入（個別支援）につなげる仕組みを構築している／ウ 現役世代の生活習慣病対策と介護予防の取組について、連携した取組を実施している／エ 事業効果の検証を行っている／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W35,W35_Ⅱ-（５）-⑦+関係団体との連携による専門職の関与の仕組みが構築されているか_時系列.xlsx,時系列,2026/08/31,5,ア 医師会等の関係団体と連携して介護予防を進める体制を構築している／イ 医師会等の関係団体との連携により、介護予防の場にリハビリテーション専門職等が関与する仕組みを設け実行している（地域リハビリテーション活動支援事業等）／ウ 医療機関等が通いの場等への参加を促す仕組みを構築している／エ 取組内容の改善・見直しを行っている／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W36,W36_Ⅱ-（５）-⑧+社会福祉法人・医療法人・NPO+・民間サービス等と連携した介護予防の取組を実施しているか（推進＋支援）_時系.xlsx,時系列,2026/08/31,5,ア 多様な主体の提供する予防プログラムを通いの場等で提供している／イ 参加前後の心身・認知機能等のデータを管理・分析している／ウ 参加者の心身改善等の成果に応じて報酬を支払う成果連動型の委託を実施している／エ 参加者の３０％以上が心身・認知機能等を改善している／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W37,W37_Ⅱ-（５）-⑨+介護予防におけるデータ活用により、介護予防の取組に係る課題の把握を行っているか_時系列.xlsx,時系列,2026/08/31,5,ア 介護予防のケアプランや要介護認定の調査表等を確認している／イ ＫＤＢや見える化システム等の利用を含め既存のデータベースやシステムを活用している／ウ データを基に課題整理を行っている／エ 課題整理を踏まえ施策に反映している／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W38,W38_Ⅱ-（５）-⑩+通いの場の参加者の健康状態等の把握・分析により、通いの場の施策検討を行っているか_時系列.xlsx,時系列,2026/08/31,5,ア 通いの場の参加者の健康状態を継続的・定量的に把握する体制が整っている／イ 経年的な評価や分析等を行っている／ウ 行政以外の外部の意見を取り入れている／エ 分析結果を施策に活用している／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W39,W39_Ⅱ-（５）-⑪+自立支援・重度化防止に取り組む介護サービス事業所に対する評価を実施しているか_時系列.xlsx,時系列,2026/08/31,5,ア 仕組みの構築に向けた課題を整理している／イ 行政内外の関係者と協議している／ウ 評価を実施している／エ 改善・見直し等の取組を実施している／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W3,W3_Ⅰ-③+自立支援、重度化防止等に資する施策について、目標が未達成であった場合に具体的な改善策や目標の見直し等の取組を.xlsx,時系列,2026/08/31,5,ア 年に１回以上、実績を踏まえた進捗管理を行っている／イ 年に１回以上、評価を行っている／ウ 改善・見直し等の取組を実施している／エ 進捗管理の結果をホームページ等で公開している／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W40,W40_Ⅱ-（５）-⑫+高齢者の社会参加を促すため個人へのインセンティブを付与しているか（推進＋支援）_時系列.xlsx,時系列,2026/08/31,5,ア 参加ポイント事業を実施している／イ 高齢者のポイント事業参加率が当該地域の高齢者全体の１割を超えている／ウ ポイント事業参加者の健康状態等のデータベース化を実施している／エ ポイント事業参加者の１０％以上が心身・認知機能等を維持改善している／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W43,W43_Ⅱ-（６）-③+生活支援コーディネーターが地域ケア会議へ参加しているか_時系列.xlsx,時系列,2026/08/31,3,ア 半数以上の生活支援コーディネーターが１回以上参加している／イ 全ての生活支援コーディネーターが１回以上参加している／合計,北塩原村,2021,2022,1,6
保険者機能強化推進交付金,W44,W44_Ⅱ-（６）-④+生活に困難を抱えた高齢者等の住まいの確保・生活支援に関する支援を実施しているか_時系列.xlsx,時系列,2026/08/31,5,ア 住まい・生活支援に関する相談窓口を設置している／イ 生活に困難を抱えた高齢者等に対する住まいの確保と生活の一体的な支援を市町村として実施している／ウ 実施結果を分析している／エ 市町村において居住支援協議会を設置している／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W45,W45_Ⅱ-（６）-⑤+高齢者の移動に関する支援を実施しているか_時系列.xlsx,時系列,2026/08/31,5,ア 高齢者の移動に関する課題を把握している／イ 公共交通部局担当者等と課題を共有している／ウ 介護予防・生活支援サービス事業による移動支援の創設に向けて検討の場を設けている／エ 介護予防・生活支援サービス事業による移動支援を実施している／合計,北塩原村,2021,2021,1,5
保険者機能強化推進交付金,W46,W46_Ⅲ-（１）-①+介護給付の適正化事業の主要５事業のうち、いくつ実施しているか_2022_地域別.xlsx,地域別,2026/08/31,4,ア ３事業／イ ４事業／ウ ５事業／合計,北塩原村,2022,2022,6,4
保険者機能強化推進交付金,W49,W49_Ⅲ-（１）-④+縦覧点検10+帳票のうち、いくつの帳票の点検を実施しているか_2022_地域別.xlsx,地域別,2026/08/31,4,ア ３帳票／イ ４帳票／ウ ５帳票以上／合計,北塩原村,2022,2022,6,4
保険者機能強化推進交付金,W4,W4_Ⅰ-④+当該地域の介護保険事業の特徴を他の地域と比較して分析の上、介護給付の適正化の方策を策定し、実施しているか_時系.xlsx,時系列,2026/08/31,5,ア 当該地域の介護保険事業の特徴を他の地域と比較・分析し、方策を策定している／イ 策定した方策に沿って実施している／ウ 方策の改善・見直し等を行うプロセスがある／エ 方策の改善・見直し等の取組結果を公表する機会がある／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W50,W50_Ⅲ-（１）-⑤+福祉用具貸与や住宅改修の利用に関し、リハビリテーション専門職等が関与する仕組みを設けているか_時系列.xlsx,時系列,2026/08/31,5,ア 地域ケア会議に、リハビリテーション専門職が出席し、福祉用具貸与計画（変更する場合を含む）の点検を行う仕組みがある／イ 貸与開始後、用具が適切に利用されているか否かをリハビリテーション専門職が点検する仕組みがある／ウ 被保険者から提出された住宅改修費支給申請書の市町村における審査の際に、専門職等により点検を行う仕組みがある／エ 住宅改修の実施前又は実施の際に、実際に改修を行う住宅をリハビリテーション専門職等が訪問し、点検を行う仕組みがある／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W51,W51_Ⅲ-（１）-⑥+有料老人ホームやサービス付き高齢者向け住宅において、必要な指導を行っているか+_時系列.xlsx,時系列,2026/08/31,5,ア 家賃や介護保険外のサービス提供費用等を情報収集している／イ 介護サービス相談員等から情報収集している／ウ 不適切な介護保険サービスの提供の可能性がある場合の検査・指導の指針がある／エ ア～ウ等を踏まえて、利用者のケアプラン点検を行っている／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W52,W52_Ⅲ-（１）-⑦+所管する介護サービス事業所について、指定の有効期間中に一回（16.6+％）以上の割合で実地指導を実施している.xlsx,時系列,2026/08/31,3,ア 実地指導の実施率（実施数÷対象事業所数）が16.6％（６年に１回）以上／イ 実地指導の実施率（実施数÷対象事業所数）が33.3％（３年に１回）以上／合計,北塩原村,2021,2022,1,6
保険者機能強化推進交付金,W53,W53_Ⅲ-（２）-①+介護人材の確保に向け、介護サービス事業者・教育関係者等と連携して行う取組等の実施_時系列.xlsx,時系列,2026/08/31,5,ア 介護サービス事業者・教育関係者等との連携体制の構築／イ 取組等の実施／ウ 取組結果を踏まえた、確保に関する課題整理／エ 改善・見直し等の取組の実施／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W54,W54_Ⅲ-（２）-②+介護人材の定着に向けた取組の実施_時系列.xlsx,時系列,2026/08/31,5,ア 必要機関との連携体制の構築／イ 取組の実施／ウ 取組結果を踏まえた、定着に関する課題整理／エ 改善・見直し等の取組の実施／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W55,W55_Ⅲ-（２）-③+多様な人材・介護助手等の元気高齢者の活躍に向けた取組を実施しているか（推進＋支援）_時系列.xlsx,時系列,2026/08/31,5,ア 現状分析・課題整理をしている／イ 関係団体の意見を聞いている／ウ 多様な人材・介護助手等の元気高齢者の活躍に向けた取組を実施している／エ 改善・見直し等の取組の実施／合計,北塩原村,2021,2022,1,10
