folder,code,file,kind,out_date,n_indicators,indicators,regions,year_min,year_max,excluded_series,n_records
地域分析　北塩原,δ2-b,δ2-b_介護サービス自給率（通所系）［時系列］_時系列.xlsx,時系列,2026/08/25,2,【注目する地域のみ】介護サービス自給率（通所系）／【注目する地域のみ】給付月額（通所系）,北塩原村,2019,2025,0,14
地域分析　北塩原,δ2-c,δ2-c_介護サービス自給率（短期入所系）［時系列］_時系列.xlsx,時系列,2026/08/25,2,【注目する地域のみ】介護サービス自給率（短期入所系）／【注目する地域のみ】給付月額（短期入所系）,北塩原村,2019,2025,0,14
地域分析　北塩原,δ2-e,δ2-e_介護サービス自給率（施設・居住系）［時系列］_時系列.xlsx,時系列,2026/08/25,2,【注目する地域のみ】介護サービス自給率（施設・居住系）／【注目する地域のみ】給付月額（施設・居住系）,北塩原村,2019,2025,0,14
地域分析　北塩原,δ2,δ2_介護サービス自給率［時系列］_時系列.xlsx,時系列,2026/08/25,6,【注目する地域のみ】介護サービス自給率／【注目する地域のみ】給付月額（その他）／【注目する地域のみ】給付月額（施設・居住系）／【注目する地域のみ】給付月額（短期入所系）／【注目する地域のみ】給付月額（訪問系）／【注目する地域のみ】給付月額（通所系）,北塩原村,2019,2025,0,42
地域分析　北塩原,δ3-a,δ3-a_介護サービス自給率（訪問系）［地域比較］_2025_地域別 (2).xlsx,地域別,2026/08/25,1,介護サービス自給率（訪問系）,北塩原村,2025,2025,0,1
地域分析　北塩原,δ3-b,δ3-b_介護サービス自給率（通所系）［地域比較］_2025_地域別 (2).xlsx,地域別,2026/08/25,1,介護サービス自給率（通所系）,北塩原村,2025,2025,0,1
地域分析　北塩原,δ3-c,δ3-c_介護サービス自給率（短期入所系）［地域比較］_2025_地域別 (2).xlsx,地域別,2026/08/25,1,介護サービス自給率（短期入所系）,北塩原村,2025,2025,0,1
地域分析　北塩原,δ3-e,δ3-e_介護サービス自給率（施設・居住系）［地域比較］_2025_地域別 (2).xlsx,地域別,2026/08/25,1,介護サービス自給率（施設・居住系）,北塩原村,2025,2025,0,1
地域分析　北塩原,δ3,δ3_介護サービス自給率［地域比較］_2025_地域別 (2).xlsx,地域別,2026/08/25,5,介護サービス自給率（その他）／介護サービス自給率（施設・居住系）／介護サービス自給率（短期入所系）／介護サービス自給率（訪問系）／介護サービス自給率（通所系）,北塩原村,2025,2025,0,5
第一号被保険者　北塩原,B15,B15_所得段階別第１号被保険者数割合_時系列 (2).xlsx,時系列,2026/08/25,11,所得段階別第１号被保険者数 合計／第１段階／第２段階／第３段階／第４段階／第５段階／第６段階／第７段階／第８段階／第９段階／（再計）第１～３段階,北塩原村,2015,2023,0,99
第一号被保険者　北塩原,B1,B1_第１号被保険者数_時系列 (2).xlsx,時系列,2026/08/25,1,第１号被保険者数,全国／北塩原村／福島県,2007,2026,1,84
第一号被保険者　北塩原,B2-a,B2-a_前期・後期高齢者割合_時系列 (2).xlsx,時系列,2026/08/25,5,前期高齢者割合／後期高齢者割合／第１号被保険者数／第１号被保険者数（前期高齢者）／第１号被保険者数（後期高齢者）,全国／北塩原村／福島県,2007,2026,1,147
第一号被保険者　北塩原,B2,B2_前期・後期別第１号被保険者数_時系列 (2).xlsx,時系列,2026/08/25,2,第１号被保険者数（前期高齢者）／第１号被保険者数（後期高齢者）,北塩原村,2007,2026,0,42
要支援要介護認定者数　北塩原,B10,B10_新規要支援・要介護認定者の平均要介護度_時系列 (1).xlsx,時系列,2026/08/25,8,新規要支援・要介護認定者の平均要介護度／新規要支援・要介護認定者数（要介護１）／新規要支援・要介護認定者数（要介護２）／新規要支援・要介護認定者数（要介護３）／新規要支援・要介護認定者数（要介護４）／新規要支援・要介護認定者数（要介護５）／新規要支援・要介護認定者数（要支援１）／新規要支援・要介護認定者数（要支援２）,北塩原村,2012,2024,1,100
要支援要介護認定者数　北塩原,B11,B11_調整済み新規要支援・要介護認定者の要介護度別分布_時系列 (1).xlsx,時系列,2026/08/25,7,【注目する地域のみ】調整済み新規要支援・要介護認定者（要介護１）／【注目する地域のみ】調整済み新規要支援・要介護認定者（要介護２）／【注目する地域のみ】調整済み新規要支援・要介護認定者（要介護３）／【注目する地域のみ】調整済み新規要支援・要介護認定者（要介護４）／【注目する地域のみ】調整済み新規要支援・要介護認定者（要介護５）／【注目する地域のみ】調整済み新規要支援・要介護認定者（要支援１）／【注目する地域のみ】調整済み新規要支援・要介護認定者（要支援２）,北塩原村,2012,2024,0,87
要支援要介護認定者数　北塩原,B12,B12_調整済み新規要支援・要介護認定者の平均要介護度_時系列 (2).xlsx,時系列,2026/08/25,1,【注目する地域のみ】調整済み新規要支援・要介護認定者の平均要介護度,北塩原村,2012,2024,0,13
要支援要介護認定者数　北塩原,B12,B12_調整済み新規要支援・要介護認定者の平均要介護度_時系列 (3).xlsx,時系列,2026/08/25,1,【他地域と比較】調整済み新規要支援・要介護認定者の平均要介護度,北塩原村,2012,2024,1,13
要支援要介護認定者数　北塩原,B13,B13_新規要支援・要介護認定者の年齢階級別分布_時系列 (1).xlsx,時系列,2026/08/25,13,新規要支援・要介護認定者数合計／新規要支援・要介護認定者数（65-69歳）／新規要支援・要介護認定者数（70-74歳）／新規要支援・要介護認定者数（75-79歳）／新規要支援・要介護認定者数（80-84歳）／新規要支援・要介護認定者数（85-89歳）／新規要支援・要介護認定者数（90歳以上）／新規要支援・要介護認定者（65-69歳）／新規要支援・要介護認定者（70-74歳）／新規要支援・要介護認定者（75-79歳）／新規要支援・要介護認定者（80-84歳）／新規要支援・要介護認定者（85-89歳）／新規要支援・要介護認定者（90歳以上）,北塩原村,2012,2024,0,167
要支援要介護認定者数　北塩原,B14,B14_新規要支援・要介護認定者の平均年齢_時系列 (1).xlsx,時系列,2026/08/25,1,新規要支援・要介護認定者の平均年齢,北塩原村,2012,2024,1,13
要支援要介護認定者数　北塩原,B3-a,B3-a_要支援・要介護認定者数（要介護度別）_時系列 (3).xlsx,時系列,2026/08/25,9,合計認定者数／認定者数（経過的要介護）／認定者数（要介護１）／認定者数（要介護２）／認定者数（要介護３）／認定者数（要介護４）／認定者数（要介護５）／認定者数（要支援１）／認定者数（要支援２）,北塩原村,2007,2026,1,189
要支援要介護認定者数　北塩原,B3-b,B3-b_要支援・要介護認定者数（要介護度別）※第2号被保険者を含む_時系列 (3).xlsx,時系列,2026/08/25,9,合計認定者数／認定者数（経過的要介護）※第2号被保険者を含む／認定者数（要介護１）※第2号被保険者を含む／認定者数（要介護２）※第2号被保険者を含む／認定者数（要介護３）※第2号被保険者を含む／認定者数（要介護４）※第2号被保険者を含む／認定者数（要介護５）※第2号被保険者を含む／認定者数（要支援１）※第2号被保険者を含む／認定者数（要支援２）※第2号被保険者を含む,北塩原村,2007,2026,1,189
要支援要介護認定者数　北塩原,B3-c,B3-c_要支援・要介護認定者数（要介護度別）※第２号被保険者のみ_時系列 (3).xlsx,時系列,2026/08/25,9,合計認定者数／認定者数（経過的要介護）／認定者数（要介護1）／認定者数（要介護2）／認定者数（要介護3）／認定者数（要介護4）／認定者数（要介護5）／認定者数（要支援1）／認定者数（要支援2）,北塩原村,2007,2026,1,189
要支援要介護認定者数　北塩原,B3-d,B3-d_要支援・要介護認定者数（要介護度別）※７５歳以上_時系列 (3).xlsx,時系列,2026/08/25,9,合計認定者数／認定者数（経過的要介護）／認定者数（要介護1）／認定者数（要介護2）／認定者数（要介護3）／認定者数（要介護4）／認定者数（要介護5）／認定者数（要支援1）／認定者数（要支援2）,北塩原村,2007,2026,1,189
要支援要介護認定者数　北塩原,B3-e,B3-e_要支援・要介護認定者数（要介護度別）※８５歳以上_時系列 (3).xlsx,時系列,2026/08/25,9,合計認定者数／認定者数（経過的要介護）／認定者数（要介護1）／認定者数（要介護2）／認定者数（要介護3）／認定者数（要介護4）／認定者数（要介護5）／認定者数（要支援1）／認定者数（要支援2）,北塩原村,2016,2026,1,108
要支援要介護認定者数　北塩原,B4-a,B4-a_認定率（要介護度別）_時系列 (4).xlsx,時系列,2026/08/25,19,合計認定率／合計認定者数／第１号被保険者数／認定率（経過的要介護）／認定率（要介護１）／認定率（要介護２）／認定率（要介護３）／認定率（要介護４）／認定率（要介護５）／認定率（要支援１）／認定率（要支援２）／認定者数（経過的要介護）／認定者数（要介護１）／認定者数（要介護２）／認定者数（要介護３）／認定者数（要介護４）／認定者数（要介護５）／認定者数（要支援１）／認定者数（要支援２）,北塩原村,2007,2026,1,798
要支援要介護認定者数　北塩原,B4-b,B4-b_認定率（要介護度別）※第2号被保険者を含む_時系列 (4).xlsx,時系列,2026/08/25,19,合計認定率  ※第2号被保険者を含む／合計認定者数　※第2号被保険者を含む／第１号被保険者数／認定率（経過的要介護）※第2号被保険者を含む／認定率（要介護１）※第2号被保険者を含む／認定率（要介護２）※第2号被保険者を含む／認定率（要介護３）※第2号被保険者を含む／認定率（要介護４）※第2号被保険者を含む／認定率（要介護５）※第2号被保険者を含む／認定率（要支援１）※第2号被保険者を含む／認定率（要支援２）※第2号被保険者を含む／認定者数（経過的要介護）※第2号被保険者を含む／認定者数（要介護１）※第2号被保険者を含む／認定者数（要介護２）※第2号被保険者を含む／認定者数（要介護３）※第2号被保険者を含む／認定者数（要介護４）※第2号被保険者を含む／認定者数（要介護５）※第2号被保険者を含む／認定者数（要支援１）※第2号被保険者を含む／認定者数（要支援２）※第2号被保険者を含む,北塩原村,2007,2026,1,399
要支援要介護認定者数　北塩原,B4-c,B4-c_認定率（要支援除く）_時系列 (4).xlsx,時系列,2026/08/25,12,合計認定率／合計認定者数／第1号被保険者数／認定率（要介護1）／認定率（要介護2）／認定率（要介護3）／認定率（要介護4）／認定率（要介護5）／認定者数（要介護1）／認定者数（要介護2）／認定者数（要介護3）／認定者数（要介護5）,北塩原村,2007,2026,1,252
要支援要介護認定者数　北塩原,B4-d,B4-d_認定率（要介護度別）（７５歳以上）_時系列 (4).xlsx,時系列,2026/08/25,19,合計認定率／合計認定者数／第1号被保険者数／認定率（経過的要介護）／認定率（要介護1）／認定率（要介護2）／認定率（要介護3）／認定率（要介護4）／認定率（要介護5）／認定率（要支援1）／認定率（要支援2）／認定者数（経過的要介護）／認定者数（要介護1）／認定者数（要介護2）／認定者数（要介護3）／認定者数（要介護4）／認定者数（要介護5）／認定者数（要支援1）／認定者数（要支援2）,北塩原村,2007,2026,1,399
要支援要介護認定者数　北塩原,B4-e,B4-e_認定率（要介護度別）（８５歳以上）_時系列 (4).xlsx,時系列,2026/08/25,19,合計認定率／合計認定者数／第1号被保険者数／認定率（経過的要介護）／認定率（要介護1）／認定率（要介護2）／認定率（要介護3）／認定率（要介護4）／認定率（要介護5）／認定率（要支援1）／認定率（要支援2）／認定者数（経過的要介護）／認定者数（要介護1）／認定者数（要介護2）／認定者数（要介護3）／認定者数（要介護4）／認定者数（要介護5）／認定者数（要支援1）／認定者数（要支援2）,北塩原村,2019,2026,1,171
