folder,code,file,kind,out_date,n_indicators,indicators,regions,year_min,year_max,excluded_series,n_records
介護サービス受給者数利用回数　北塩原,D31-i,D31-i_受給者1人当たり利用日数・回数（+認知症対応型通所介護）_時系列 (1).xlsx,時系列,2026/08/25,1,受給者1人あたり利用日数・回数（認知症対応型通所介護）,北塩原村,2014,2014,1,1
介護サービス受給者数利用回数　北塩原,D31-j,D31-j_受給者1人当たり利用日数・回数（地域密着型通所介護）_時系列 (1).xlsx,時系列,2026/08/25,1,受給者1人あたり利用日数・回数（地域密着型通所介護）,北塩原村,2016,2024,1,9
介護サービス受給者数利用回数　北塩原,D31-k,D31-k_受給者1人当たり利用日数・回数（訪問介護）※要介護者のみ_時系列 (1).xlsx,時系列,2026/08/25,1,受給者1人当たり利用日数・回数（訪問介護）※要介護者のみ,北塩原村,2016,2025,1,10
介護サービス受給者数利用回数　北塩原,D31-l,D31-l_受給者1人当たり利用日数・回数（通所介護）※要介護者のみ_時系列 (1).xlsx,時系列,2026/08/25,1,受給者1人当たり利用日数・回数（通所介護）※要介護者のみ,北塩原村,2016,2025,1,10
介護サービス受給者数利用回数　北塩原,D31-m,D31-m_受給者1人当たり利用日数・回数（通所リハビリテーション）※要介護者のみ_時系列 (1).xlsx,時系列,2026/08/25,1,受給者1人当たり利用日数・回数（通所リハビリテーション）※要介護者のみ,北塩原村,2016,2025,1,10
介護サービス受給者数利用回数　北塩原,D31-n,D31-n_受給者1人当たり利用日数・回数（地域密着型通所介護）※要介護者のみ_時系列 (1).xlsx,時系列,2026/08/25,1,受給者1人当たり利用日数・回数（地域密着型通所介護）※要介護者のみ,北塩原村,2016,2024,1,9
介護サービス受給者数利用回数　北塩原,D32-a,D32-a_受給率（訪問介護）（要介護度別）_時系列 (3).xlsx,時系列,2026/08/25,24,受給者数（訪問介護）（合計）／受給者数（訪問介護）（要介護1）／受給者数（訪問介護）（要介護2）／受給者数（訪問介護）（要介護3）／受給者数（訪問介護）（要介護4）／受給者数（訪問介護）（要介護5）／受給者数（訪問介護）（要支援1）／受給者数（訪問介護）（要支援2）／合計／第１号被保険者数（合計）／第１号被保険者数（要介護1）／第１号被保険者数（要介護2）／第１号被保険者数（要介護3）／第１号被保険者数（要介護4）／第１号被保険者数（要介護5）／第１号被保険者数（要支援1）／第１号被保険者数（要支援2）／要介護1／要介護2／要介護3／要介護4／要介護5／要支援1／要支援2,北塩原村,2014,2025,1,288
介護サービス受給者数利用回数　北塩原,D32-b,D32-b_受給率（訪問入浴介護）（要介護度別）_時系列 (2).xlsx,時系列,2026/08/25,8,合計／要介護1／要介護2／要介護3／要介護4／要介護5／要支援1／要支援2,北塩原村,2014,2025,1,96
介護サービス受給者数利用回数　北塩原,D32-c,D32-c_受給率（訪問看護）（要介護度別）_時系列 (3).xlsx,時系列,2026/08/25,24,受給者数（訪問看護）（合計）／受給者数（訪問看護）（要介護1）／受給者数（訪問看護）（要介護2）／受給者数（訪問看護）（要介護3）／受給者数（訪問看護）（要介護4）／受給者数（訪問看護）（要介護5）／受給者数（訪問看護）（要支援1）／受給者数（訪問看護）（要支援2）／合計／第１号被保険者数（合計）／第１号被保険者数（要介護1）／第１号被保険者数（要介護2）／第１号被保険者数（要介護3）／第１号被保険者数（要介護4）／第１号被保険者数（要介護5）／第１号被保険者数（要支援1）／第１号被保険者数（要支援2）／要介護1／要介護2／要介護3／要介護4／要介護5／要支援1／要支援2,北塩原村,2014,2025,1,288
介護サービス受給者数利用回数　北塩原,D32-d,D32-d_受給率（訪問リハビリテーション）（要介護度別）_時系列 (2).xlsx,時系列,2026/08/25,8,合計／要介護1／要介護2／要介護3／要介護4／要介護5／要支援1／要支援2,北塩原村,2014,2025,1,96
介護サービス受給者数利用回数　北塩原,D32-e,D32-e_受給率（居宅療養管理指導）（要介護度別）_時系列 (3).xlsx,時系列,2026/08/25,8,合計／要介護1／要介護2／要介護3／要介護4／要介護5／要支援1／要支援2,北塩原村,2014,2025,1,96
介護サービス受給者数利用回数　北塩原,D32-f,D32-f_受給率（通所介護）（要介護度別）_時系列 (3).xlsx,時系列,2026/08/25,24,受給者数（通所介護）（合計）／受給者数（通所介護）（要介護1）／受給者数（通所介護）（要介護2）／受給者数（通所介護）（要介護3）／受給者数（通所介護）（要介護4）／受給者数（通所介護）（要介護5）／受給者数（通所介護）（要支援1）／受給者数（通所介護）（要支援2）／合計／第１号被保険者数（合計）／第１号被保険者数（要介護1）／第１号被保険者数（要介護2）／第１号被保険者数（要介護3）／第１号被保険者数（要介護4）／第１号被保険者数（要介護5）／第１号被保険者数（要支援1）／第１号被保険者数（要支援2）／要介護1／要介護2／要介護3／要介護4／要介護5／要支援1／要支援2,北塩原村,2014,2025,0,288
介護サービス受給者数利用回数　北塩原,D32-g,D32-g_受給率（通所リハビリテーション）（要介護度別）_時系列 (2).xlsx,時系列,2026/08/25,8,合計／要介護1／要介護2／要介護3／要介護4／要介護5／要支援1／要支援2,北塩原村,2014,2025,1,96
介護サービス受給者数利用回数　北塩原,D32-h,D32-h_受給率（短期入所生活介護）（要介護度別）_時系列 (2).xlsx,時系列,2026/08/25,8,合計／要介護1／要介護2／要介護3／要介護4／要介護5／要支援1／要支援2,北塩原村,2014,2025,1,96
介護サービス受給者数利用回数　北塩原,D32-i,D32-i_受給率（短期入所療養介護）（要介護度別）_時系列 (2).xlsx,時系列,2026/08/25,8,合計／要介護1／要介護2／要介護3／要介護4／要介護5／要支援1／要支援2,北塩原村,2014,2025,1,96
介護サービス受給者数利用回数　北塩原,D32-j,D32-j_受給率（福祉用具貸与）（要介護度別）_時系列 (2).xlsx,時系列,2026/08/25,8,合計／要介護1／要介護2／要介護3／要介護4／要介護5／要支援1／要支援2,北塩原村,2014,2025,1,96
介護サービス受給者数利用回数　北塩原,D32-k,D32-k_受給率（定期巡回・随時対応型訪問介護看護）（要介護度別）_時系列 (2).xlsx,時系列,2026/08/25,8,合計／要介護1／要介護2／要介護3／要介護4／要介護5／要支援1／要支援2,北塩原村,2014,2025,1,96
介護サービス受給者数利用回数　北塩原,D32-l,D32-l_受給率（夜間対応型訪問介護）（要介護度別）_時系列 (2).xlsx,時系列,2026/08/25,8,合計／要介護1／要介護2／要介護3／要介護4／要介護5／要支援1／要支援2,北塩原村,2014,2025,1,96
介護サービス受給者数利用回数　北塩原,D32-m,D32-m_受給率（認知症対応型通所介護）（要介護度別）_時系列 (2).xlsx,時系列,2026/08/25,8,合計／要介護1／要介護2／要介護3／要介護4／要介護5／要支援1／要支援2,北塩原村,2014,2025,1,96
介護サービス受給者数利用回数　北塩原,D32-n,D32-n_受給率（小規模多機能型居宅介護）（要介護度別）_時系列 (1).xlsx,時系列,2026/08/25,8,合計／要介護1／要介護2／要介護3／要介護4／要介護5／要支援1／要支援2,北塩原村,2014,2025,1,96
介護サービス受給者数利用回数　北塩原,D32-o,D32-o_受給率（看護小規模多機能型居宅介護）（要介護度別）_時系列 (1).xlsx,時系列,2026/08/25,8,合計／要介護1／要介護2／要介護3／要介護4／要介護5／要支援1／要支援2,北塩原村,2014,2025,1,96
介護サービス受給者数利用回数　北塩原,D32-s,D32-s_受給率（地域密着型通所介護）（要介護度別）_時系列 (2).xlsx,時系列,2026/08/25,6,合計／要介護1／要介護2／要介護3／要介護4／要介護5,北塩原村,2016,2025,1,60
介護サービス受給者数利用回数　北塩原,D38,D38_在宅・居住系サービス利用者割合_時系列 (1).xlsx,時系列,2026/08/25,24,サービス利用者数（合計）／サービス利用者数（要介護1）／サービス利用者数（要介護2）／サービス利用者数（要介護3）／サービス利用者数（要介護4）／サービス利用者数（要介護5）／サービス利用者数（要支援1）／サービス利用者数（要支援2）／在宅・居住系サービス利用者割合（合計）／在宅・居住系サービス利用者数（合計）／在宅・居住系サービス利用者数（要介護1）／在宅・居住系サービス利用者数（要介護2）／在宅・居住系サービス利用者数（要介護3）／在宅・居住系サービス利用者数（要介護4）／在宅・居住系サービス利用者数（要介護5）／在宅・居住系サービス利用者数（要支援1）／在宅・居住系サービス利用者数（要支援2）／要介護1／要介護2／要介護3／要介護4／要介護5／要支援1／要支援2,北塩原村,2014,2025,0,288
介護サービス受給者数利用回数　北塩原,D3,D3_受給率（居住系サービス）（要介護度別）_時系列 (2).xlsx,時系列,2026/08/25,17,受給率（居住系サービス）（要介護1）／受給率（居住系サービス）（要介護2）／受給率（居住系サービス）（要介護3）／受給率（居住系サービス）（要介護4）／受給率（居住系サービス）（要介護5）／受給率（居住系サービス）（要支援1）／受給率（居住系サービス）（要支援2）／受給者数（居住系サービス）（要介護1）／受給者数（居住系サービス）（要介護2）／受給者数（居住系サービス）（要介護3）／受給者数（居住系サービス）（要介護4）／受給者数（居住系サービス）（要介護5）／受給者数（居住系サービス）（要支援1）／受給者数（居住系サービス）（要支援2）／合計受給率（居住系サービス）／合計受給者数（居住系サービス）／第1号被保険者数,北塩原村,2014,2025,1,204
介護サービス受給者数利用回数　北塩原,D42,D42_介護サービス利用率_時系列 (1).xlsx,時系列,2026/08/25,3,介護サービス利用率／合計受給者数／合計認定者数,北塩原村,2014,2025,1,36
介護サービス受給者数利用回数　北塩原,D45-a,D45-a_利用率（在宅サービス）（要介護度別）_時系列 (1).xlsx,時系列,2026/08/25,8,サービス利用率（在宅サービス）(合計)／サービス利用率（在宅サービス）(要介護1)／サービス利用率（在宅サービス）(要介護2)／サービス利用率（在宅サービス）(要介護3)／サービス利用率（在宅サービス）(要介護4)／サービス利用率（在宅サービス）(要介護5)／サービス利用率（在宅サービス）(要支援1)／サービス利用率（在宅サービス）(要支援2),北塩原村,2014,2025,1,96
介護サービス受給者数利用回数　北塩原,D45-b,D45-b_利用率（居住系サービス）（要介護度別）_時系列 (1).xlsx,時系列,2026/08/25,8,サービス利用率（居住系サービス）(合計)／サービス利用率（居住系サービス）(要介護1)／サービス利用率（居住系サービス）(要介護2)／サービス利用率（居住系サービス）(要介護3)／サービス利用率（居住系サービス）(要介護4)／サービス利用率（居住系サービス）(要介護5)／サービス利用率（居住系サービス）(要支援1)／サービス利用率（居住系サービス）(要支援2),北塩原村,2014,2025,1,96
介護サービス受給者数利用回数　北塩原,D45-c,D45-c_利用率（施設サービス）（要介護度別）_時系列 (1).xlsx,時系列,2026/08/25,8,サービス利用率（施設サービス）(合計)／サービス利用率（施設サービス）(要介護1)／サービス利用率（施設サービス）(要介護2)／サービス利用率（施設サービス）(要介護3)／サービス利用率（施設サービス）(要介護4)／サービス利用率（施設サービス）(要介護5)／サービス利用率（施設サービス）(要支援1)／サービス利用率（施設サービス）(要支援2),北塩原村,2014,2025,1,96
介護サービス受給者数利用回数　北塩原,D46-a,D46-a_受給者1人あたり利用日数・回数（訪問介護）（要介護度別）_時系列 (1).xlsx,時系列,2026/08/25,8,受給者1人あたり利用日数・回数（訪問介護）(合計)／受給者1人あたり利用日数・回数（訪問介護）(要介護1)／受給者1人あたり利用日数・回数（訪問介護）(要介護2)／受給者1人あたり利用日数・回数（訪問介護）(要介護3)／受給者1人あたり利用日数・回数（訪問介護）(要介護4)／受給者1人あたり利用日数・回数（訪問介護）(要介護5)／受給者1人あたり利用日数・回数（訪問介護）(要支援1)／受給者1人あたり利用日数・回数（訪問介護）(要支援2),北塩原村,2014,2025,1,78
介護サービス受給者数利用回数　北塩原,D46-b,D46-b_受給者1人あたり利用日数・回数（訪問入浴介護）（要介護度別）_時系列 (1).xlsx,時系列,2026/08/25,5,受給者1人あたり利用日数・回数（訪問入浴介護）(合計)／受給者1人あたり利用日数・回数（訪問入浴介護）(要介護2)／受給者1人あたり利用日数・回数（訪問入浴介護）(要介護3)／受給者1人あたり利用日数・回数（訪問入浴介護）(要介護4)／受給者1人あたり利用日数・回数（訪問入浴介護）(要介護5),北塩原村,2014,2025,1,35
介護サービス受給者数利用回数　北塩原,D46-c,D46-c_受給者1人あたり利用日数・回数（訪問看護）（要介護度別）_時系列 (1).xlsx,時系列,2026/08/25,8,受給者1人あたり利用日数・回数（訪問看護）(合計)／受給者1人あたり利用日数・回数（訪問看護）(要介護1)／受給者1人あたり利用日数・回数（訪問看護）(要介護2)／受給者1人あたり利用日数・回数（訪問看護）(要介護3)／受給者1人あたり利用日数・回数（訪問看護）(要介護4)／受給者1人あたり利用日数・回数（訪問看護）(要介護5)／受給者1人あたり利用日数・回数（訪問看護）(要支援1)／受給者1人あたり利用日数・回数（訪問看護）(要支援2),北塩原村,2014,2025,1,78
介護サービス受給者数利用回数　北塩原,D46-d,D46-d_受給者1人あたり利用日数・回数（訪問リハビリテーション）（要介護度別）_時系列 (1).xlsx,時系列,2026/08/25,8,受給者1人あたり利用日数・回数（訪問リハビリテーション）(合計)／受給者1人あたり利用日数・回数（訪問リハビリテーション）(要介護1)／受給者1人あたり利用日数・回数（訪問リハビリテーション）(要介護2)／受給者1人あたり利用日数・回数（訪問リハビリテーション）(要介護3)／受給者1人あたり利用日数・回数（訪問リハビリテーション）(要介護4)／受給者1人あたり利用日数・回数（訪問リハビリテーション）(要介護5)／受給者1人あたり利用日数・回数（訪問リハビリテーション）(要支援1)／受給者1人あたり利用日数・回数（訪問リハビリテーション）(要支援2),北塩原村,2015,2025,1,41
介護サービス受給者数利用回数　北塩原,D46-e,D46-e_受給者1人あたり利用日数・回数（通所介護）（要介護度別）_時系列 (1).xlsx,時系列,2026/08/25,8,受給者1人あたり利用日数・回数（通所介護）(合計)／受給者1人あたり利用日数・回数（通所介護）(要介護1)／受給者1人あたり利用日数・回数（通所介護）(要介護2)／受給者1人あたり利用日数・回数（通所介護）(要介護3)／受給者1人あたり利用日数・回数（通所介護）(要介護4)／受給者1人あたり利用日数・回数（通所介護）(要介護5)／受給者1人あたり利用日数・回数（通所介護）(要支援1)／受給者1人あたり利用日数・回数（通所介護）(要支援2),北塩原村,2014,2025,1,79
介護サービス受給者数利用回数　北塩原,D46-f,D46-f_受給者1人あたり利用日数・回数（通所リハビリテーション）（要介護度別）_時系列 (1).xlsx,時系列,2026/08/25,8,受給者1人あたり利用日数・回数（通所リハビリテーション）(合計)／受給者1人あたり利用日数・回数（通所リハビリテーション）(要介護1)／受給者1人あたり利用日数・回数（通所リハビリテーション）(要介護2)／受給者1人あたり利用日数・回数（通所リハビリテーション）(要介護3)／受給者1人あたり利用日数・回数（通所リハビリテーション）(要介護4)／受給者1人あたり利用日数・回数（通所リハビリテーション）(要介護5)／受給者1人あたり利用日数・回数（通所リハビリテーション）(要支援1)／受給者1人あたり利用日数・回数（通所リハビリテーション）(要支援2),北塩原村,2014,2025,1,82
介護サービス受給者数利用回数　北塩原,D46-g,D46-g_受給者1人あたり利用日数・回数（短期入所生活介護）（要介護度別）_時系列 (1).xlsx,時系列,2026/08/25,8,受給者1人あたり利用日数・回数（短期入所生活介護）(合計)／受給者1人あたり利用日数・回数（短期入所生活介護）(要介護1)／受給者1人あたり利用日数・回数（短期入所生活介護）(要介護2)／受給者1人あたり利用日数・回数（短期入所生活介護）(要介護3)／受給者1人あたり利用日数・回数（短期入所生活介護）(要介護4)／受給者1人あたり利用日数・回数（短期入所生活介護）(要介護5)／受給者1人あたり利用日数・回数（短期入所生活介護）(要支援1)／受給者1人あたり利用日数・回数（短期入所生活介護）(要支援2),北塩原村,2014,2025,1,82
介護サービス受給者数利用回数　北塩原,D46-h,D46-h_受給者1人あたり利用日数・回数（短期入所療養介護）（要介護度別）_時系列 (1).xlsx,時系列,2026/08/25,6,受給者1人あたり利用日数・回数（短期入所療養介護）(合計)／受給者1人あたり利用日数・回数（短期入所療養介護）(要介護1)／受給者1人あたり利用日数・回数（短期入所療養介護）(要介護2)／受給者1人あたり利用日数・回数（短期入所療養介護）(要介護3)／受給者1人あたり利用日数・回数（短期入所療養介護）(要介護4)／受給者1人あたり利用日数・回数（短期入所療養介護）(要介護5),北塩原村,2014,2025,1,42
介護サービス受給者数利用回数　北塩原,D46-i,D46-i_受給者1人あたり利用日数・回数（+認知症対応型通所介護）（要介護度別）_時系列 (1).xlsx,時系列,2026/08/25,2,受給者1人あたり利用日数・回数（ 認知症対応型通所介護）(合計)／受給者1人あたり利用日数・回数（ 認知症対応型通所介護）(要介護3),北塩原村,2014,2014,1,2
介護サービス受給者数利用回数　北塩原,D46-j,D46-j_受給者1人あたり利用日数・回数（地域密着型通所介護）（要介護度別）_時系列 (1).xlsx,時系列,2026/08/25,6,受給者1人あたり利用日数・回数（地域密着型通所介護）(合計)／受給者1人あたり利用日数・回数（地域密着型通所介護）(要介護1)／受給者1人あたり利用日数・回数（地域密着型通所介護）(要介護2)／受給者1人あたり利用日数・回数（地域密着型通所介護）(要介護3)／受給者1人あたり利用日数・回数（地域密着型通所介護）(要介護4)／受給者1人あたり利用日数・回数（地域密着型通所介護）(要介護5),北塩原村,2016,2024,1,26
介護サービス受給者数利用回数　北塩原,D46-k,D46-k_受給者1人当たり利用日数・回数（訪問介護）（要介護度別）※要介護者のみ_時系列 (1).xlsx,時系列,2026/08/25,6,受給者1人当たり利用日数・回数（訪問介護）※要介護者のみ(合計)／受給者1人当たり利用日数・回数（訪問介護）※要介護者のみ(要介護1)／受給者1人当たり利用日数・回数（訪問介護）※要介護者のみ(要介護2)／受給者1人当たり利用日数・回数（訪問介護）※要介護者のみ(要介護3)／受給者1人当たり利用日数・回数（訪問介護）※要介護者のみ(要介護4)／受給者1人当たり利用日数・回数（訪問介護）※要介護者のみ(要介護5),北塩原村,2014,2025,1,70
介護サービス受給者数利用回数　北塩原,D46-l,D46-l_受給者1人当たり利用日数・回数（通所介護）（要介護度別）※要介護者のみ_時系列 (1).xlsx,時系列,2026/08/25,6,受給者1人当たり利用日数・回数（通所介護）※要介護者のみ(合計)／受給者1人当たり利用日数・回数（通所介護）※要介護者のみ(要介護1)／受給者1人当たり利用日数・回数（通所介護）※要介護者のみ(要介護2)／受給者1人当たり利用日数・回数（通所介護）※要介護者のみ(要介護3)／受給者1人当たり利用日数・回数（通所介護）※要介護者のみ(要介護4)／受給者1人当たり利用日数・回数（通所介護）※要介護者のみ(要介護5),北塩原村,2014,2025,1,71
介護サービス受給者数利用回数　北塩原,D46-m,D46-m_受給者1人当たり利用日数・回数（通所リハビリテーション）（要介護度別）※要介護者のみ_時系列 (1).xlsx,時系列,2026/08/25,6,受給者1人当たり利用日数・回数（通所リハビリテーション）※要介護者のみ(合計)／受給者1人当たり利用日数・回数（通所リハビリテーション）※要介護者のみ(要介護1)／受給者1人当たり利用日数・回数（通所リハビリテーション）※要介護者のみ(要介護2)／受給者1人当たり利用日数・回数（通所リハビリテーション）※要介護者のみ(要介護3)／受給者1人当たり利用日数・回数（通所リハビリテーション）※要介護者のみ(要介護4)／受給者1人当たり利用日数・回数（通所リハビリテーション）※要介護者のみ(要介護5),北塩原村,2014,2025,1,58
介護サービス受給者数利用回数　北塩原,D46-n,D46-n_受給者1人当たり利用日数・回数（地域密着型通所介護）（要介護度別）※要介護者のみ_時系列 (1).xlsx,時系列,2026/08/25,6,受給者1人当たり利用日数・回数（地域密着型通所介護）※要介護者のみ(合計)／受給者1人当たり利用日数・回数（地域密着型通所介護）※要介護者のみ(要介護1)／受給者1人当たり利用日数・回数（地域密着型通所介護）※要介護者のみ(要介護2)／受給者1人当たり利用日数・回数（地域密着型通所介護）※要介護者のみ(要介護3)／受給者1人当たり利用日数・回数（地域密着型通所介護）※要介護者のみ(要介護4)／受給者1人当たり利用日数・回数（地域密着型通所介護）※要介護者のみ(要介護5),北塩原村,2016,2024,1,26
介護サービス受給者数利用回数　北塩原,D4,D4_受給率（在宅サービス）（要介護度別）_時系列 (2).xlsx,時系列,2026/08/25,17,受給率（在宅サービス）（要介護1）／受給率（在宅サービス）（要介護2）／受給率（在宅サービス）（要介護3）／受給率（在宅サービス）（要介護4）／受給率（在宅サービス）（要介護5）／受給率（在宅サービス）（要支援1）／受給率（在宅サービス）（要支援2）／受給者数（在宅サービス）（要介護1）／受給者数（在宅サービス）（要介護2）／受給者数（在宅サービス）（要介護3）／受給者数（在宅サービス）（要介護4）／受給者数（在宅サービス）（要介護5）／受給者数（在宅サービス）（要支援1）／受給者数（在宅サービス）（要支援2）／合計受給率（在宅サービス）／合計受給者数（在宅サービス）／第1号被保険者数,北塩原村,2014,2025,1,204
介護保険料　北塩原,C1,C1_第１号被保険者１人あたり保険給付月額・第１号保険料月額・必要保険料月額_時系列 (48).xlsx,時系列,2026/08/25,3,必要保険料月額／第１号保険料月額／第１号被保険者１人あたり保険給付月額,北塩原村,2009,2025,0,45
