path,category,size_bytes,sha256,legacy_manifest
07_介護保険_見える化整理/介護予防・総合事業/F2_週1回以上の通いの場の参加者数_時系列 (1).xlsx,07_介護保険_見える化整理,369580,17cd97426ec50c3f9d2af63054a223e1674ddae4c6e38309ee7de884286b8734,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F30_訪問型サービスＢ実施延べ件数【65歳以上人口1万対】_時系列.xlsx,07_介護保険_見える化整理,367234,352d0ffc52ed6bcdf72c282e35e759bb25a565c4b6ec8e2960414997863f2875,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F31_訪問型サービスＣ実施延べ件数【65歳以上人口1万対】_時系列.xlsx,07_介護保険_見える化整理,367214,2e510e0ffbef1096afdfd8ccc4bd3f42e7a2ceceed994b025460c1b9c01b6401,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F32_訪問型サービスＤ実施延べ件数【65歳以上人口1万対】_時系列.xlsx,07_介護保険_見える化整理,367219,f2615159d6bf0bb77741e428e05caba526ef1be171fc4297152befa7ad280389,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F33_旧介護予防通所介護に相当するサービス実施延べ件数【65歳以上人口1万対】_時系列.xlsx,07_介護保険_見える化整理,367266,379aa946a8f640c99c95d23da6bfbb003689ec815e4b08fc8f982286bcef1041,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F34_通所型サービスＡ実施延べ件数【65歳以上人口1万対】_時系列.xlsx,07_介護保険_見える化整理,367220,24ebeadd49957c8479e78aa934ecac61ee36d6ede5317fb3f169ce9df5f37e09,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F35_通所型サービスＢ実施延べ件数【65歳以上人口1万対】_時系列.xlsx,07_介護保険_見える化整理,367230,f94b9fb0b1cfe726bd4174c973585079ba8e98e646111a2bff898ef43e0681c4,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F36_通所型サービスＣ実施延べ件数【65歳以上人口1万対】_時系列.xlsx,07_介護保険_見える化整理,367219,a7d6b484441008b25104b69b89cf6e6f0275f7a1658cb611a1adadbd1cdfc2a4,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F37_見守り実施延べ件数【65歳以上人口1万対】_時系列.xlsx,07_介護保険_見える化整理,367203,713e9707dd2cb442add1af3858e4b20d8d2adbe85e35b178e2a17c6d45b05765,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F38_配食実施延べ件数【65歳以上人口1万対】_時系列.xlsx,07_介護保険_見える化整理,367190,661928a26fc1dedf636246112124ec920e4e423e543da191cc2e66b6132fe361,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F39_その他（訪問型及び通所型サービスとの一体的提供）実施延べ件数【65歳以上人口1万対】_時系列.xlsx,07_介護保険_見える化整理,367308,b1d3776b3ebd03e35eb0505ee84532a4ad354464aa2418d507fbef67b30b3b56,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F3_週1回以上の通いの場の箇所数_時系列.xlsx,07_介護保険_見える化整理,368910,9ecf18a95f8dd0055359ae992210e45cfa0b5f083a82249051e773defadd57a6,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F40_介護予防ケアマネジメントの実施延べ件数【65歳以上人口1万対】_時系列.xlsx,07_介護保険_見える化整理,367449,50720c827beae88c0d5bb8fb730bf25dcfbf0f1192953cef2ec76d1afba89adc,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F4_月１回以上の通いの場の参加率_時系列.xlsx,07_介護保険_見える化整理,370673,1cda0858f2c32d440a6057aa67dcbb63f906963dcce585d2c37f9b17c777eb32,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F5_月１回以上の通いの場の参加者数_時系列.xlsx,07_介護保険_見える化整理,370285,67ab5f0d0e71a60a66b4d362be108ec897c60bf7b6de9f3fe4e2294597ae2276,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F6_月１回以上の通いの場の箇所数_時系列.xlsx,07_介護保険_見える化整理,369329,145a43e3153d56806db627b60866417a57680fa6f4625ce4691712acc9cd65d9,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F7_週１回以上の通いの場の箇所数（主な運営主体別）_2020_地域別.xlsx,07_介護保険_見える化整理,361644,3a3d406dd11add46435faaf3fd13d55903f37132dbbdeddde97e27ca93c93c42,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F8_週１回以上の通いの場の箇所数（主な活動場所別）_2020_地域別.xlsx,07_介護保険_見える化整理,361507,1c76b514fdf822e655224f61c74000345b65779c3e5a010d788a056ebd4328a1,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F9_週１回以上の通いの場の箇所数（主な活動内容別（１つめ））_2020_地域別.xlsx,07_介護保険_見える化整理,361767,4c9a15d2c56e09298cfc5f37fb33c42e19dbb241d99091c917d30c77f4854112,旧manifest未記載
07_介護保険_見える化整理/介護保険料_C1確認メモ.md,07_介護保険_見える化整理,3517,72f6b10206b8deac1da493bc851545099e4bdc40792c67ba2bb0e41b8bc9ef0e,旧manifest未記載
07_介護保険_見える化整理/介護保険施設・事業所数データ_確認メモ.md,07_介護保険_見える化整理,4601,2ccc44017ca610ea1b26c79c6672ea13fb2f91fad20cfba4ae32eb3dbf5f5525,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D47-a_歳入（保険料）_時系列.xlsx,07_介護保険_見える化整理,377071,263bc17e34c0f8ee1030aa9739dbadcaf3973614c011ad96a55eac5dc26f4ed5,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D47-b_歳入（分担金及び負担金）_時系列.xlsx,07_介護保険_見える化整理,369215,ad02244e858e0419c3652ab45ce918d9138113d1e5994f9cb3e614c50a865b4b,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D47-c_歳入（使用料及び手数料）_時系列.xlsx,07_介護保険_見える化整理,369584,ce2a613e0367b9f03a5ebf7ceb3e53d7d940860bf440a479957cad8ef3be8116,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D47-d_歳入（国庫支出金）_時系列.xlsx,07_介護保険_見える化整理,379714,7933cf310b8b00e75f9c75a741cf249ac460b5455dad13d99c2b4bda31a1370a,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D47-e_歳入（支払基金交付金）_時系列.xlsx,07_介護保険_見える化整理,377305,32bff4975ee2bff743d0a8837ffe0e2b469364a95de107a8da1ce2d49cdf3323,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D47-f_歳入（都道府県支出金）_時系列.xlsx,07_介護保険_見える化整理,379125,4e63f1fb828c2e36c54ca45febdfd522286e2cf20bc4ae0d19d938a2c4d3fd58,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D47-g_歳入（相互財政安定化事業交付金）_時系列.xlsx,07_介護保険_見える化整理,367898,2c696722814a24488f804b3003469c1ba20daa740ff41af17fd7d6b9cf7bd2dd,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D47-h_歳入（財産収入）_時系列.xlsx,07_介護保険_見える化整理,371887,ff781f61034696eeb37fe69947109404dc968bb2600fb808d3bfdeed9c620512,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D47-i_歳入（寄附金）_時系列.xlsx,07_介護保険_見える化整理,367859,c9f2baf7994e0ef5553bf03e9984321ce3fcd58888dfe7ab8188577f261ed596,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D47-j_歳入（繰入金）_時系列.xlsx,07_介護保険_見える化整理,379100,5a1711d969b36f29f0d3c76ab78132e7f716f9c1af48741b0dd343770deec1f6,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D47-k_歳入（繰越金）_時系列.xlsx,07_介護保険_見える化整理,378329,ff107a1c42d13ff0037c9379be337fd8697b220bd582e77b5006e63edd69e929,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D47-l_歳入（市町村債）_時系列.xlsx,07_介護保険_見える化整理,368087,85f49f2ac2efadf3c6a9c3f4d507fad467f542bcb814747a2da38209996db02a,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D47-m_歳入（諸収入）_時系列.xlsx,07_介護保険_見える化整理,374358,fabe1653b3f3e6408a00ce30d6f1a160e206a70a77c50297a36a80d01e1f5c4a,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D47_歳入_時系列.xlsx,07_介護保険_見える化整理,381144,26c09e46d70c461c3e0402712b88bba0395b7fa5841e1e8618f496cb1e4354a5,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D48-a_歳出（総務費）_時系列.xlsx,07_介護保険_見える化整理,377410,570721b86e449fd78089e052b767143dbd2ca9849c5d9c34f5abefd1213e9079,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D48-b_歳出（保険給付費）_時系列.xlsx,07_介護保険_見える化整理,380534,a47d184d6be1189551a3f6baa28758fed444eaa372add45cd9fb3476d82a62df,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D48-c_歳出（地域支援事業）_時系列.xlsx,07_介護保険_見える化整理,378732,23fcba7578d7dabaa68b7a967c04ffcddf3dcd39d28f71c7259aae21231b8cc5,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D48-d_歳出（財政安定化基金拠出金）_時系列.xlsx,07_介護保険_見える化整理,367814,bdceab4ce9896095223dc63468e1702cdbee16a44ea8ed4f32c48ce898b8b0db,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D48-e_歳出（相互財政安定化事業負担金）_時系列.xlsx,07_介護保険_見える化整理,367835,4d5b7239d6ea5816135b4020a44d73457e19a638d62ad00832a71320a9e01515,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D48-f_歳出（保健福祉事業費）_時系列.xlsx,07_介護保険_見える化整理,369224,3e5672460e7d0532bd4ddfd7628e2d5949db1a70624109c5c40da40cd226763e,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D48-g_歳出（基金積立金）_時系列.xlsx,07_介護保険_見える化整理,375603,c34a8ffac5e66e077d00b08ab7f84e970d0ed6744e484b203d476492ce4c1e7e,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D48-h_歳出（公債費）_時系列.xlsx,07_介護保険_見える化整理,368732,584752274bd4273e172e32a7389bf058027b39cec56120ab12f4dabcd2dbfbc5,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D48-i_歳出（予備費）_時系列.xlsx,07_介護保険_見える化整理,367812,8ce319acd565139d3bd242b39bdf4e0a0bfc8cf182a4dbd12e1decc89915ccc4,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D48-j_歳出（諸支出金）_時系列.xlsx,07_介護保険_見える化整理,378371,34fa2ff74388ef5c7cf71f09e3ec61647551139971db1d2fb27182aa1257d4bf,旧manifest未記載
07_介護保険_見える化整理/介護保険特別会計経理状況/D48_歳出_時系列.xlsx,07_介護保険_見える化整理,380585,46f09cda285b259a6e0b647f6e3d4d05096850def5061c8071c0e4cafb5461d2,旧manifest未記載
